product_id,sku_code,product_name,brand,category,packaging_type,volume_ml,alcohol_percentage,launch_date,product_status
7398,SKU07398,Birra Moretti 309ml,Birra Moretti,Non-Alcoholic,Can,301,1.76,2024-07-17,Discontinued
7399,SKU07399,Amstel 655ml,Heineken,Beer,Keg,553,5.76,2023-07-13,Discontinued
7400,SKU07400,Amstel 480ml,Desperados,Cider,Can,397,0.1,2025-05-06,Discontinued
7401,SKU07401,Tiger 657ml,Amstel,Beer,Keg,679,5.36,2021-11-03,Active
7402,SKU07402,Heineken 435ml,Birra Moretti,Cider,Bottle,499,5.04,2021-12-24,Discontinued
7403,SKU07403,Amstel 465ml,Tiger,Cider,Bottle,391,1.86,2021-07-11,Active
7404,SKU07404,Amstel 570ml,Tiger,Non-Alcoholic,Can,584,9.37,2023-05-22,Discontinued
7405,SKU07405,Desperados 394ml,Birra Moretti,Non-Alcoholic,Can,322,5.99,2023-08-09,Discontinued
7406,SKU07406,Amstel 390ml,Desperados,Non-Alcoholic,Bottle,273,6.64,2024-08-20,Active
7407,SKU07407,Amstel 276ml,Tiger,Cider,Bottle,296,3.6,2025-05-06,Active
7408,SKU07408,Tiger 512ml,Amstel,Beer,Keg,411,6.49,2023-08-10,Discontinued
7409,SKU07409,Heineken 286ml,Birra Moretti,Beer,Keg,337,8.91,2025-05-06,Discontinued
7410,SKU07410,Desperados 591ml,Heineken,Non-Alcoholic,Bottle,668,7.57,2023-09-09,Discontinued
7411,SKU07411,Tiger 513ml,Birra Moretti,Non-Alcoholic,Keg,528,3.34,2022-05-26,Active
7412,SKU07412,Desperados 359ml,Amstel,Non-Alcoholic,Keg,456,1.95,2023-10-21,Active
7413,SKU07413,Desperados 281ml,Desperados,Cider,Bottle,577,0.66,2021-11-16,Active
7414,SKU07414,Amstel 497ml,Tiger,Cider,Can,590,5.87,2024-12-23,Active
7415,SKU07415,Amstel 581ml,Desperados,Beer,Keg,562,0.43,2020-12-24,Active
7416,SKU07416,Amstel 644ml,Tiger,Non-Alcoholic,Can,508,6.46,2024-09-22,Discontinued
7417,SKU07417,Heineken 353ml,Amstel,Beer,Bottle,361,1.01,2024-09-10,Discontinued
7418,SKU07418,Amstel 329ml,Birra Moretti,Cider,Bottle,257,8.94,2021-06-27,Active
7419,SKU07419,Birra Moretti 492ml,Birra Moretti,Beer,Can,251,9.06,2025-02-11,Active
7420,SKU07420,Birra Moretti 490ml,Tiger,Beer,Bottle,695,3.64,2021-01-13,Active
7421,SKU07421,Tiger 326ml,Amstel,Non-Alcoholic,Bottle,463,2.75,2023-03-25,Active
7422,SKU07422,Birra Moretti 579ml,Tiger,Cider,Keg,609,1.33,2025-02-18,Active
7423,SKU07423,Birra Moretti 504ml,Birra Moretti,Non-Alcoholic,Bottle,574,1.9,2023-03-29,Active
7424,SKU07424,Heineken 296ml,Birra Moretti,Beer,Bottle,395,3.22,2021-12-07,Active
7425,SKU07425,Tiger 473ml,Amstel,Cider,Can,529,9.74,2024-04-24,Discontinued
7426,SKU07426,Birra Moretti 381ml,Tiger,Cider,Keg,473,7.93,2025-03-24,Discontinued
7427,SKU07427,Desperados 290ml,Birra Moretti,Beer,Bottle,653,5.27,2021-08-31,Discontinued
7428,SKU07428,Heineken 613ml,Desperados,Cider,Can,306,2.21,2021-02-19,Active
7429,SKU07429,Desperados 545ml,Birra Moretti,Beer,Can,598,6.75,2025-06-02,Active
7430,SKU07430,Birra Moretti 379ml,Birra Moretti,Cider,Can,512,0.44,2024-05-21,Active
7431,SKU07431,Amstel 519ml,Birra Moretti,Beer,Can,411,3.94,2023-03-09,Discontinued
7432,SKU07432,Amstel 401ml,Tiger,Cider,Can,358,1.01,2021-12-31,Active
7433,SKU07433,Birra Moretti 558ml,Amstel,Non-Alcoholic,Keg,465,3.82,2023-10-15,Active
7434,SKU07434,Amstel 285ml,Desperados,Cider,Keg,455,0.08,2023-09-03,Active
7435,SKU07435,Desperados 639ml,Tiger,Non-Alcoholic,Keg,434,6.64,2024-01-12,Discontinued
7436,SKU07436,Desperados 344ml,Tiger,Beer,Bottle,351,6.76,2022-02-09,Active
7437,SKU07437,Amstel 669ml,Tiger,Beer,Keg,466,6.11,2024-11-09,Discontinued
7438,SKU07438,Heineken 672ml,Heineken,Cider,Can,411,7.59,2021-07-21,Active
7439,SKU07439,Birra Moretti 262ml,Birra Moretti,Non-Alcoholic,Keg,412,0.57,2023-05-09,Active
7440,SKU07440,Birra Moretti 667ml,Birra Moretti,Cider,Keg,699,3.58,2022-07-24,Active
7441,SKU07441,Amstel 276ml,Desperados,Cider,Can,517,1.17,2022-11-30,Discontinued
7442,SKU07442,Birra Moretti 548ml,Birra Moretti,Beer,Can,439,6.21,2021-02-22,Discontinued
7443,SKU07443,Tiger 267ml,Amstel,Non-Alcoholic,Bottle,514,3.07,2023-10-21,Discontinued
7444,SKU07444,Desperados 343ml,Desperados,Non-Alcoholic,Bottle,638,3.18,2025-08-14,Discontinued
7445,SKU07445,Birra Moretti 361ml,Heineken,Beer,Bottle,597,8.5,2020-11-26,Discontinued
7446,SKU07446,Amstel 438ml,Desperados,Non-Alcoholic,Can,530,4.14,2025-03-26,Active
7447,SKU07447,Amstel 463ml,Heineken,Non-Alcoholic,Bottle,400,1.72,2022-03-26,Active
7448,SKU07448,Tiger 533ml,Heineken,Beer,Can,599,0.34,2024-08-22,Active
7449,SKU07449,Tiger 286ml,Heineken,Beer,Keg,691,4.56,2022-03-10,Active
7450,SKU07450,Birra Moretti 699ml,Amstel,Beer,Keg,581,4.56,2022-01-09,Active
7451,SKU07451,Desperados 406ml,Desperados,Non-Alcoholic,Keg,478,6.98,2021-12-12,Discontinued
7452,SKU07452,Desperados 410ml,Amstel,Beer,Keg,613,2.15,2021-09-12,Discontinued
7453,SKU07453,Desperados 401ml,Amstel,Non-Alcoholic,Can,325,0.7,2025-08-09,Active
7454,SKU07454,Desperados 334ml,Desperados,Non-Alcoholic,Bottle,550,6.53,2023-03-05,Active
7455,SKU07455,Amstel 435ml,Heineken,Beer,Keg,540,2.71,2025-10-29,Active
7456,SKU07456,Amstel 309ml,Birra Moretti,Non-Alcoholic,Bottle,273,0.45,2022-10-22,Active
7457,SKU07457,Desperados 661ml,Birra Moretti,Cider,Bottle,591,5.07,2022-01-30,Discontinued
7458,SKU07458,Amstel 255ml,Heineken,Cider,Bottle,607,3.48,2022-04-16,Active
7459,SKU07459,Tiger 649ml,Desperados,Beer,Bottle,299,4.95,2024-09-02,Discontinued
7460,SKU07460,Tiger 495ml,Amstel,Non-Alcoholic,Bottle,314,3.7,2023-08-13,Active
7461,SKU07461,Birra Moretti 519ml,Heineken,Cider,Bottle,664,2.5,2021-09-29,Discontinued
7462,SKU07462,Tiger 570ml,Amstel,Beer,Keg,620,8.87,2021-04-30,Discontinued
7463,SKU07463,Desperados 579ml,Heineken,Cider,Keg,653,8.51,2023-11-29,Discontinued
7464,SKU07464,Birra Moretti 436ml,Amstel,Cider,Bottle,515,1.29,2020-12-24,Discontinued
7465,SKU07465,Desperados 315ml,Heineken,Beer,Keg,434,7.99,2023-08-22,Discontinued
7466,SKU07466,Desperados 483ml,Amstel,Beer,Can,440,2.97,2024-09-07,Active
7467,SKU07467,Amstel 645ml,Birra Moretti,Cider,Bottle,268,9.33,2022-08-13,Active
7468,SKU07468,Heineken 620ml,Birra Moretti,Non-Alcoholic,Keg,443,7.7,2024-06-21,Discontinued
7469,SKU07469,Amstel 293ml,Heineken,Beer,Keg,552,3.14,2023-05-14,Discontinued
7470,SKU07470,Heineken 542ml,Desperados,Beer,Keg,467,0.01,2022-12-07,Active
7471,SKU07471,Desperados 520ml,Amstel,Non-Alcoholic,Bottle,532,7.03,2022-09-28,Discontinued
7472,SKU07472,Birra Moretti 691ml,Tiger,Cider,Bottle,447,0.13,2021-08-04,Discontinued
7473,SKU07473,Heineken 590ml,Amstel,Non-Alcoholic,Can,494,9.19,2025-02-08,Active
7474,SKU07474,Heineken 322ml,Tiger,Non-Alcoholic,Can,272,5.63,2024-04-02,Discontinued
7475,SKU07475,Amstel 603ml,Amstel,Cider,Can,650,5.95,2022-11-20,Active
7476,SKU07476,Heineken 254ml,Amstel,Non-Alcoholic,Keg,635,5.57,2025-03-29,Discontinued
7477,SKU07477,Birra Moretti 466ml,Amstel,Beer,Can,299,1.14,2024-12-07,Discontinued
7478,SKU07478,Tiger 430ml,Birra Moretti,Non-Alcoholic,Keg,257,8.45,2022-10-16,Discontinued
7479,SKU07479,Desperados 456ml,Desperados,Beer,Bottle,481,5.27,2021-02-22,Discontinued
7480,SKU07480,Heineken 278ml,Tiger,Beer,Can,579,0.47,2023-06-28,Active
7481,SKU07481,Birra Moretti 426ml,Amstel,Cider,Can,410,1.77,2024-07-27,Discontinued
7482,SKU07482,Tiger 285ml,Birra Moretti,Non-Alcoholic,Bottle,317,1.82,2023-04-25,Discontinued
7483,SKU07483,Heineken 443ml,Birra Moretti,Cider,Can,255,2.66,2022-12-19,Discontinued
7484,SKU07484,Tiger 286ml,Tiger,Cider,Keg,273,3.68,2025-09-02,Discontinued
7485,SKU07485,Tiger 550ml,Heineken,Non-Alcoholic,Keg,373,5.89,2023-03-02,Active
7486,SKU07486,Tiger 685ml,Tiger,Non-Alcoholic,Bottle,327,1.31,2025-11-03,Discontinued
7487,SKU07487,Desperados 315ml,Birra Moretti,Beer,Bottle,523,0.09,2021-01-13,Active
7488,SKU07488,Tiger 467ml,Amstel,Cider,Can,291,1.23,2023-05-20,Discontinued
7489,SKU07489,Tiger 443ml,Tiger,Cider,Can,665,6.48,2025-10-28,Active
7490,SKU07490,Amstel 360ml,Tiger,Beer,Can,279,2.62,2021-02-08,Active
7491,SKU07491,Birra Moretti 531ml,Heineken,Cider,Bottle,630,9.9,2021-03-05,Active
7492,SKU07492,Desperados 304ml,Amstel,Beer,Can,305,3.83,2021-05-26,Discontinued
7493,SKU07493,Tiger 612ml,Tiger,Cider,Can,604,2.15,2021-07-19,Active
7494,SKU07494,Heineken 310ml,Desperados,Beer,Can,428,4.02,2025-11-11,Discontinued
7495,SKU07495,Tiger 615ml,Tiger,Beer,Keg,427,5.96,2023-11-18,Discontinued
7496,SKU07496,Tiger 643ml,Amstel,Cider,Keg,540,3.58,2022-04-14,Discontinued
7497,SKU07497,Desperados 315ml,Tiger,Cider,Bottle,489,8.73,2023-07-04,Discontinued
7498,SKU07498,Tiger 316ml,Amstel,Non-Alcoholic,Bottle,564,7.96,2024-03-29,Active
7499,SKU07499,Heineken 666ml,Birra Moretti,Cider,Keg,580,3.92,2022-04-13,Discontinued
7500,SKU07500,Heineken 486ml,Amstel,Cider,Keg,695,4.47,2023-04-04,Active
7501,SKU07501,Tiger 627ml,Tiger,Cider,Bottle,588,3.41,2022-12-03,Discontinued
7502,SKU07502,Amstel 374ml,Amstel,Cider,Can,547,2.89,2022-04-05,Active
7503,SKU07503,Heineken 378ml,Tiger,Beer,Keg,537,3.33,2024-09-19,Active
7504,SKU07504,Tiger 457ml,Birra Moretti,Non-Alcoholic,Bottle,639,8.18,2022-07-10,Discontinued
7505,SKU07505,Desperados 532ml,Heineken,Cider,Bottle,428,8.91,2025-10-11,Discontinued
7506,SKU07506,Amstel 624ml,Tiger,Non-Alcoholic,Keg,629,3.75,2022-05-08,Active
7507,SKU07507,Tiger 394ml,Heineken,Beer,Can,315,6.13,2023-08-11,Active
7508,SKU07508,Desperados 570ml,Desperados,Beer,Can,325,4.68,2021-05-20,Discontinued
7509,SKU07509,Tiger 492ml,Amstel,Non-Alcoholic,Keg,455,2.06,2025-01-08,Active
7510,SKU07510,Amstel 588ml,Desperados,Beer,Can,327,8.35,2023-10-23,Discontinued
7511,SKU07511,Desperados 438ml,Amstel,Non-Alcoholic,Keg,273,9.85,2022-09-28,Active
7512,SKU07512,Amstel 314ml,Tiger,Cider,Bottle,420,3.75,2021-03-24,Discontinued
7513,SKU07513,Tiger 326ml,Desperados,Cider,Keg,475,2.61,2025-01-21,Discontinued
7514,SKU07514,Birra Moretti 637ml,Desperados,Cider,Bottle,650,5.63,2024-07-24,Active
7515,SKU07515,Heineken 568ml,Amstel,Cider,Keg,412,2.77,2023-01-20,Discontinued
7516,SKU07516,Amstel 430ml,Birra Moretti,Cider,Keg,278,6.77,2023-08-12,Active
7517,SKU07517,Birra Moretti 480ml,Desperados,Cider,Bottle,622,6.52,2022-01-24,Discontinued
7518,SKU07518,Birra Moretti 526ml,Tiger,Non-Alcoholic,Keg,549,9.94,2024-05-06,Active
7519,SKU07519,Tiger 498ml,Birra Moretti,Non-Alcoholic,Keg,290,7.03,2023-09-14,Discontinued
7520,SKU07520,Tiger 572ml,Heineken,Non-Alcoholic,Bottle,515,2.89,2021-01-19,Discontinued
7521,SKU07521,Heineken 417ml,Amstel,Cider,Can,487,1.19,2022-02-13,Discontinued
7522,SKU07522,Tiger 489ml,Heineken,Beer,Keg,495,1.51,2024-06-13,Active
7523,SKU07523,Birra Moretti 431ml,Heineken,Beer,Keg,456,1.92,2021-09-15,Active
7524,SKU07524,Desperados 366ml,Desperados,Non-Alcoholic,Bottle,315,8.25,2023-11-07,Active
7525,SKU07525,Amstel 445ml,Heineken,Cider,Bottle,536,5.25,2025-07-25,Discontinued
7526,SKU07526,Desperados 257ml,Desperados,Cider,Keg,481,9.26,2020-12-16,Discontinued
7527,SKU07527,Heineken 494ml,Desperados,Beer,Bottle,436,8.72,2022-08-23,Discontinued
7528,SKU07528,Heineken 418ml,Heineken,Beer,Keg,574,1.49,2024-08-14,Discontinued
7529,SKU07529,Desperados 528ml,Heineken,Non-Alcoholic,Can,503,3.24,2021-03-20,Discontinued
7530,SKU07530,Heineken 556ml,Birra Moretti,Cider,Can,424,0.5,2021-12-06,Active
7531,SKU07531,Tiger 441ml,Heineken,Non-Alcoholic,Can,252,4.22,2023-11-02,Discontinued
7532,SKU07532,Desperados 334ml,Birra Moretti,Cider,Bottle,333,3.69,2024-08-03,Discontinued
7533,SKU07533,Birra Moretti 401ml,Birra Moretti,Non-Alcoholic,Keg,321,7.33,2024-01-09,Discontinued
7534,SKU07534,Tiger 597ml,Heineken,Beer,Keg,268,7.0,2023-11-09,Discontinued
7535,SKU07535,Tiger 685ml,Tiger,Beer,Keg,317,3.52,2021-08-18,Discontinued
7536,SKU07536,Birra Moretti 553ml,Desperados,Non-Alcoholic,Bottle,661,7.44,2024-04-19,Discontinued
7537,SKU07537,Tiger 251ml,Amstel,Cider,Can,396,9.8,2024-11-26,Discontinued
7538,SKU07538,Birra Moretti 492ml,Heineken,Beer,Keg,564,9.58,2022-07-08,Active
7539,SKU07539,Desperados 684ml,Birra Moretti,Cider,Keg,435,3.75,2021-08-07,Discontinued
7540,SKU07540,Desperados 572ml,Birra Moretti,Beer,Keg,599,0.55,2023-07-26,Active
7541,SKU07541,Heineken 317ml,Heineken,Cider,Bottle,369,2.82,2025-11-17,Active
7542,SKU07542,Desperados 450ml,Desperados,Beer,Keg,571,6.87,2021-08-17,Active
7543,SKU07543,Amstel 577ml,Amstel,Non-Alcoholic,Keg,451,8.93,2025-06-21,Active
7544,SKU07544,Tiger 345ml,Desperados,Non-Alcoholic,Keg,678,1.39,2021-04-08,Active
7545,SKU07545,Heineken 441ml,Amstel,Cider,Keg,436,5.47,2021-03-26,Active
7546,SKU07546,Heineken 463ml,Birra Moretti,Cider,Keg,426,8.63,2021-09-05,Active
7547,SKU07547,Birra Moretti 441ml,Desperados,Beer,Bottle,333,8.07,2025-08-07,Discontinued
7548,SKU07548,Heineken 616ml,Birra Moretti,Beer,Bottle,296,7.51,2025-04-15,Discontinued
7549,SKU07549,Birra Moretti 548ml,Desperados,Cider,Keg,356,8.22,2021-10-09,Discontinued
7550,SKU07550,Tiger 306ml,Amstel,Non-Alcoholic,Bottle,301,9.84,2022-03-12,Discontinued
7551,SKU07551,Birra Moretti 494ml,Desperados,Cider,Can,527,0.44,2025-05-23,Active
7552,SKU07552,Tiger 402ml,Birra Moretti,Cider,Bottle,326,7.57,2024-05-16,Discontinued
7553,SKU07553,Tiger 340ml,Amstel,Cider,Can,382,5.67,2022-09-08,Discontinued
7554,SKU07554,Birra Moretti 649ml,Heineken,Cider,Can,304,4.17,2022-03-19,Discontinued
7555,SKU07555,Heineken 360ml,Desperados,Cider,Bottle,515,4.92,2024-09-02,Discontinued
7556,SKU07556,Heineken 568ml,Heineken,Beer,Can,459,5.15,2021-04-13,Active
7557,SKU07557,Amstel 380ml,Desperados,Non-Alcoholic,Bottle,409,0.4,2022-03-31,Active
7558,SKU07558,Amstel 363ml,Desperados,Cider,Bottle,544,8.19,2025-01-11,Active
7559,SKU07559,Desperados 328ml,Birra Moretti,Beer,Can,475,6.14,2023-12-24,Discontinued
7560,SKU07560,Desperados 627ml,Heineken,Cider,Can,571,1.41,2022-04-13,Active
7561,SKU07561,Heineken 466ml,Tiger,Beer,Bottle,350,7.41,2023-01-06,Active
7562,SKU07562,Desperados 536ml,Tiger,Beer,Can,363,4.81,2025-07-31,Discontinued
7563,SKU07563,Desperados 699ml,Tiger,Beer,Can,396,4.92,2021-07-14,Discontinued
7564,SKU07564,Birra Moretti 427ml,Desperados,Non-Alcoholic,Bottle,378,7.24,2021-05-14,Active
7565,SKU07565,Heineken 504ml,Heineken,Non-Alcoholic,Keg,471,9.29,2022-01-22,Active
7566,SKU07566,Birra Moretti 490ml,Tiger,Non-Alcoholic,Bottle,483,5.8,2021-10-16,Discontinued
7567,SKU07567,Birra Moretti 437ml,Birra Moretti,Cider,Keg,520,3.9,2022-07-26,Active
7568,SKU07568,Heineken 668ml,Birra Moretti,Beer,Keg,418,6.99,2024-07-04,Active
7569,SKU07569,Birra Moretti 613ml,Birra Moretti,Cider,Keg,450,9.78,2021-01-23,Active
7570,SKU07570,Heineken 549ml,Tiger,Non-Alcoholic,Keg,660,8.1,2025-04-07,Active
7571,SKU07571,Desperados 379ml,Heineken,Cider,Keg,603,4.96,2024-12-20,Discontinued
7572,SKU07572,Amstel 544ml,Birra Moretti,Non-Alcoholic,Can,568,7.18,2025-09-09,Active
7573,SKU07573,Desperados 470ml,Tiger,Non-Alcoholic,Bottle,619,6.44,2024-03-27,Discontinued
7574,SKU07574,Heineken 557ml,Heineken,Beer,Bottle,381,8.63,2023-08-11,Active
7575,SKU07575,Birra Moretti 554ml,Heineken,Beer,Bottle,428,0.48,2024-11-24,Discontinued
7576,SKU07576,Desperados 672ml,Tiger,Cider,Can,605,5.94,2021-09-27,Discontinued
7577,SKU07577,Tiger 575ml,Birra Moretti,Beer,Keg,688,9.03,2023-10-01,Discontinued
7578,SKU07578,Birra Moretti 551ml,Amstel,Non-Alcoholic,Can,393,9.36,2023-02-09,Active
7579,SKU07579,Heineken 417ml,Amstel,Cider,Keg,311,0.95,2023-04-20,Discontinued
7580,SKU07580,Heineken 282ml,Heineken,Cider,Can,618,3.07,2023-04-20,Active
7581,SKU07581,Tiger 446ml,Tiger,Beer,Bottle,592,8.29,2021-04-16,Active
7582,SKU07582,Desperados 276ml,Heineken,Beer,Keg,332,2.3,2021-01-17,Discontinued
7583,SKU07583,Desperados 328ml,Tiger,Non-Alcoholic,Keg,590,7.99,2024-05-30,Discontinued
7584,SKU07584,Birra Moretti 362ml,Heineken,Cider,Keg,657,9.66,2021-03-11,Active
7585,SKU07585,Desperados 561ml,Amstel,Cider,Can,308,4.5,2022-09-06,Discontinued
7586,SKU07586,Birra Moretti 266ml,Amstel,Cider,Can,340,9.35,2023-08-13,Discontinued
7587,SKU07587,Amstel 627ml,Desperados,Beer,Can,321,1.39,2021-04-29,Active
7588,SKU07588,Birra Moretti 676ml,Desperados,Non-Alcoholic,Can,407,0.99,2021-11-28,Active
7589,SKU07589,Desperados 352ml,Tiger,Non-Alcoholic,Bottle,437,8.76,2024-04-24,Discontinued
7590,SKU07590,Tiger 416ml,Amstel,Beer,Keg,291,3.84,2025-05-27,Discontinued
7591,SKU07591,Birra Moretti 412ml,Birra Moretti,Non-Alcoholic,Bottle,667,1.67,2025-01-10,Active
7592,SKU07592,Birra Moretti 346ml,Amstel,Cider,Keg,331,9.79,2022-07-21,Discontinued
7593,SKU07593,Heineken 341ml,Amstel,Non-Alcoholic,Can,314,8.19,2021-05-18,Active
7594,SKU07594,Tiger 399ml,Desperados,Beer,Can,321,5.13,2024-07-13,Active
7595,SKU07595,Desperados 567ml,Desperados,Non-Alcoholic,Keg,541,9.46,2023-06-26,Discontinued
7596,SKU07596,Heineken 633ml,Birra Moretti,Beer,Keg,565,1.23,2021-12-29,Active
7597,SKU07597,Birra Moretti 480ml,Birra Moretti,Cider,Can,377,8.77,2021-09-09,Active
7598,SKU07598,Birra Moretti 333ml,Amstel,Non-Alcoholic,Can,585,3.63,2021-05-15,Discontinued
7599,SKU07599,Desperados 591ml,Tiger,Beer,Can,290,6.1,2023-07-23,Discontinued
7600,SKU07600,Amstel 494ml,Amstel,Beer,Bottle,533,0.85,2021-01-21,Active
7601,SKU07601,Birra Moretti 543ml,Heineken,Non-Alcoholic,Bottle,261,5.4,2023-11-25,Active
7602,SKU07602,Amstel 341ml,Heineken,Beer,Keg,338,2.03,2025-04-13,Active
7603,SKU07603,Amstel 307ml,Birra Moretti,Beer,Keg,389,7.69,2021-07-30,Active
7604,SKU07604,Amstel 672ml,Desperados,Non-Alcoholic,Bottle,486,8.77,2021-09-01,Active
7605,SKU07605,Birra Moretti 314ml,Amstel,Cider,Can,527,5.92,2025-10-07,Discontinued
7606,SKU07606,Amstel 510ml,Amstel,Non-Alcoholic,Can,366,8.35,2023-11-18,Discontinued
7607,SKU07607,Birra Moretti 681ml,Desperados,Cider,Bottle,449,9.94,2020-12-06,Discontinued
7608,SKU07608,Desperados 514ml,Heineken,Non-Alcoholic,Keg,688,3.93,2024-09-23,Active
7609,SKU07609,Heineken 342ml,Heineken,Non-Alcoholic,Keg,393,6.6,2022-06-29,Active
7610,SKU07610,Heineken 570ml,Amstel,Beer,Bottle,266,0.52,2025-03-12,Discontinued
7611,SKU07611,Heineken 601ml,Amstel,Cider,Bottle,491,0.35,2025-08-07,Active
7612,SKU07612,Desperados 513ml,Amstel,Cider,Can,312,4.37,2025-08-27,Active
7613,SKU07613,Birra Moretti 430ml,Amstel,Non-Alcoholic,Keg,324,1.65,2025-03-19,Discontinued
7614,SKU07614,Tiger 361ml,Desperados,Cider,Can,451,9.61,2024-08-16,Discontinued
7615,SKU07615,Tiger 300ml,Desperados,Non-Alcoholic,Can,290,1.11,2021-01-14,Active
7616,SKU07616,Heineken 617ml,Birra Moretti,Non-Alcoholic,Keg,537,0.84,2024-09-03,Active
7617,SKU07617,Birra Moretti 254ml,Heineken,Beer,Can,296,9.99,2025-10-10,Discontinued
7618,SKU07618,Desperados 690ml,Heineken,Cider,Bottle,390,5.63,2025-04-03,Discontinued
7619,SKU07619,Desperados 601ml,Amstel,Beer,Keg,532,3.28,2024-04-29,Discontinued
7620,SKU07620,Amstel 585ml,Birra Moretti,Beer,Can,643,4.13,2021-08-11,Discontinued
7621,SKU07621,Tiger 284ml,Desperados,Non-Alcoholic,Bottle,345,5.57,2024-08-09,Discontinued
7622,SKU07622,Tiger 450ml,Desperados,Beer,Can,447,7.84,2023-05-05,Active
7623,SKU07623,Birra Moretti 367ml,Birra Moretti,Cider,Bottle,560,9.64,2023-01-30,Discontinued
7624,SKU07624,Birra Moretti 681ml,Desperados,Beer,Can,681,4.62,2024-12-10,Discontinued
7625,SKU07625,Tiger 524ml,Desperados,Non-Alcoholic,Bottle,442,2.66,2022-10-29,Active
7626,SKU07626,Desperados 570ml,Tiger,Cider,Bottle,470,8.66,2023-08-07,Discontinued
7627,SKU07627,Desperados 409ml,Desperados,Cider,Keg,493,5.25,2023-08-21,Active
7628,SKU07628,Desperados 280ml,Heineken,Non-Alcoholic,Keg,627,4.01,2021-12-20,Discontinued
7629,SKU07629,Tiger 475ml,Desperados,Non-Alcoholic,Can,338,5.62,2021-11-02,Discontinued
7630,SKU07630,Tiger 448ml,Tiger,Beer,Bottle,502,2.25,2022-07-23,Active
7631,SKU07631,Amstel 686ml,Amstel,Beer,Can,421,1.95,2025-04-03,Discontinued
7632,SKU07632,Heineken 611ml,Desperados,Non-Alcoholic,Can,439,7.91,2025-09-02,Discontinued
7633,SKU07633,Heineken 614ml,Desperados,Non-Alcoholic,Can,364,7.25,2021-10-02,Active
7634,SKU07634,Amstel 693ml,Tiger,Non-Alcoholic,Keg,335,2.46,2023-11-07,Discontinued
7635,SKU07635,Birra Moretti 514ml,Amstel,Beer,Bottle,414,5.91,2022-06-11,Active
7636,SKU07636,Birra Moretti 314ml,Birra Moretti,Beer,Keg,346,9.27,2022-12-15,Active
7637,SKU07637,Birra Moretti 432ml,Desperados,Cider,Keg,305,2.91,2021-12-14,Discontinued
7638,SKU07638,Amstel 294ml,Tiger,Beer,Can,329,5.84,2022-06-12,Discontinued
7639,SKU07639,Heineken 506ml,Heineken,Beer,Can,437,5.99,2025-01-21,Active
7640,SKU07640,Heineken 471ml,Tiger,Cider,Bottle,393,4.24,2023-03-29,Active
7641,SKU07641,Desperados 668ml,Birra Moretti,Non-Alcoholic,Can,689,3.72,2025-04-14,Discontinued
7642,SKU07642,Desperados 264ml,Desperados,Non-Alcoholic,Bottle,337,4.04,2022-02-09,Discontinued
7643,SKU07643,Amstel 400ml,Heineken,Non-Alcoholic,Bottle,509,6.57,2023-12-29,Active
7644,SKU07644,Birra Moretti 508ml,Birra Moretti,Beer,Bottle,582,4.78,2024-12-28,Discontinued
7645,SKU07645,Amstel 682ml,Birra Moretti,Beer,Can,277,6.7,2025-01-01,Discontinued
7646,SKU07646,Tiger 641ml,Desperados,Cider,Bottle,352,0.39,2025-06-02,Discontinued
7647,SKU07647,Amstel 561ml,Birra Moretti,Non-Alcoholic,Bottle,459,9.12,2021-08-05,Active
7648,SKU07648,Amstel 464ml,Desperados,Beer,Keg,685,7.93,2024-06-10,Active
7649,SKU07649,Desperados 384ml,Amstel,Non-Alcoholic,Keg,509,1.31,2023-10-13,Discontinued
7650,SKU07650,Amstel 597ml,Tiger,Cider,Can,559,3.6,2023-03-24,Active
7651,SKU07651,Desperados 407ml,Tiger,Beer,Can,540,8.88,2024-09-16,Discontinued
7652,SKU07652,Birra Moretti 642ml,Birra Moretti,Beer,Can,470,3.77,2023-02-13,Active
7653,SKU07653,Amstel 418ml,Heineken,Beer,Bottle,603,5.73,2021-11-26,Discontinued
7654,SKU07654,Desperados 534ml,Desperados,Beer,Bottle,632,5.8,2023-01-09,Discontinued
7655,SKU07655,Amstel 477ml,Amstel,Non-Alcoholic,Keg,668,1.09,2023-03-01,Discontinued
7656,SKU07656,Tiger 412ml,Heineken,Cider,Bottle,378,8.12,2022-06-16,Discontinued
7657,SKU07657,Birra Moretti 575ml,Amstel,Beer,Bottle,376,4.77,2025-05-10,Active
7658,SKU07658,Desperados 589ml,Amstel,Cider,Bottle,324,2.74,2025-09-21,Active
7659,SKU07659,Tiger 575ml,Heineken,Beer,Can,641,4.8,2023-06-16,Active
7660,SKU07660,Desperados 494ml,Amstel,Beer,Can,398,9.08,2022-03-08,Discontinued
7661,SKU07661,Desperados 538ml,Heineken,Beer,Can,636,4.89,2025-01-16,Discontinued
7662,SKU07662,Tiger 271ml,Heineken,Non-Alcoholic,Bottle,680,6.57,2020-12-16,Active
7663,SKU07663,Tiger 662ml,Heineken,Non-Alcoholic,Bottle,419,7.72,2023-06-20,Active
7664,SKU07664,Amstel 536ml,Amstel,Cider,Keg,412,1.48,2024-12-23,Active
7665,SKU07665,Amstel 592ml,Birra Moretti,Non-Alcoholic,Can,328,8.63,2024-07-01,Discontinued
7666,SKU07666,Heineken 475ml,Amstel,Cider,Keg,453,7.07,2023-02-06,Discontinued
